ID (do not edit),Content type,Element type,Source language (PL),Target language (EN)
"{""contentId"":""2f4e16f0-7658-4afe-b0cb-a34aa3a297e1"",""fieldId"":""product.name"",""sequencePath"":[]}",TEXT,catalog-product,Fingerboard TAILWHIP Mini Deskorolka Drewniana Deck + Akcesoria,Fingerboard TAILWHIP Mini Wooden Skateboard Deck + Accessories
"{""contentId"":""2f4e16f0-7658-4afe-b0cb-a34aa3a297e1"",""fieldId"":""product.description"",""sequencePath"":[]}",TEXT,catalog-product,"<div class=""item item-6"">&nbsp;</div><div class=""item item-6""><h1>Fingerboard TAIL WHIP Mini Deskorolka Drewniana Deck + Akcesoria</h1><p>&nbsp;</p><p>Została stworzona przez młodą i popularną markę&nbsp;<b>TAIL WHIP</b>.</p><p>PROFESJONALNE FINGERBOARDY TAILWHIP oferują Ci prawdziwe vultures od prawdziwych skaterów! Ponad 1000 trików, wypróbuj klasyczne kształty desek i te, które lubisz. Wyłącznie w tym zestawie, złożysz oryginalną deskę. Użyj dołączonych naklejek i narzędzia do deskorolki, aby dostosować swoje fingerboardy jak profesjonaliści. Jeździj i szlifuj swoje nowe mini deskorolki do palców z TAILWHIP od prawdziwych skaterów! Mini deskorolki TAILWHIP będą idealnym prezentem dla chłopców/dziewcząt w wieku od 6 lat. Wiek nieograniczony. Zabawka antystresowa.</p><p>Nasza mini deskorolka to nie tylko zabawka, to prawdziwe miniaturyzowane doświadczenie skateboardingowe.</p><p>Fingerboard Drewniany TAILWHIP to idealny prezent w ładnie wyglądającym opakowaniu detalicznym.</p></div><div class=""item item-6"">&nbsp;</div><div class=""item item-6""><p>Deska wykonana jest z 5-warstwowego kanadyjskiego forniru klonowego o grubości 0,5 mm, o wymiarach 98 x 32 mm i wysokim kształcie concave, lakierowana. Grafika UV/transfer ciepła. Koła wysokiej jakości z łożyskami.</p><p>IDEALNY PREZENT - finger board mini deskorolka jest idealnym prezentem dla dzieci, aby mogły rozwijać swoje umiejętności motoryczne, koordynację ręka-oko i zwiększać ciekawość. Są to bardzo urocze zabawki, które można zdejmować, którymi można bawić się palcami.</p><p>&nbsp;</p><p><b>Zawartość zestawu Fingerboard TAIL WHIP Hustler Graffiti Pro Deck:</b></p><ul>	<li>5-warstwowa deska z klonu kanadyjskiego z kółkami wykonanymi z precyzyjnych komponentów</li>	<li>piankowy grip tape</li>	<li>1 narzędzie do montażu</li>	<li>naklejka</li></ul></div><div class=""item item-6"">&nbsp;</div><div class=""item item-6""><p>Odkryj profesjonalną jakość z naszym Fingerboardem TAILWHIP! Ta wysokiej klasy drewniana mini deskorolka na palce została zaprojektowana, aby zapewnić maksymalne wrażenia z jazdy. Każdy Fingerboard jest wykonany z precyzyjnie wyselekcjonowanego kanadyjskiego klonu, oferując wytrzymałość i styl.</p><p>W porównaniu z tradycyjnymi mini deskorolkami, te nowe profesjonalne deskorolki 32/34mm są krótsze i znajdują się bliżej powierzchni jazdy. Twoja najlepsza deska do palców.</p><p>WYTRZYMAŁOŚĆ PREMIUM: Warstwy krzyżowe dla maksymalnej siły i trwałości. Wstępnie wywiercone otwory na śruby umożliwiają łatwy montaż trucków</p><p>DLA WSZYSTKICH POZIOMÓW UMIEJĘTNOŚCI: Idealna dla jeźdźców na wszystkich poziomach umiejętności. Zawiera jedną arkusz pianki samoprzylepnej i bezpłatną naklejkę Teak Tuning.</p><ul>	<li>zestaw przeznaczony&nbsp;<b>dla dzieci od 6 roku życia</b></li>	<li>wymiary deska:&nbsp; 9.8 x 3.2 cm</li>	<li>wymiary opakowania: 16.5 x 18.5 x 3 cm</li></ul></div><div class=""item item-12""><p>&nbsp;</p><p><b>Mini deskorolka drewniana to doskonały prezent dla dzieci, zabawka motoryczna wspierająca rozwijanie zdolności motorycznych, a także świetne uzupełnienie wystawy sklepowej lub dekoracji w kawiarni.</b></p></div>","<div class=""item item-6""> </div><div class=""item item-6""><h1>Fingerboard TAIL WHIP Wooden Mini Skateboard Deck + Accessories</h1><p>It was created by the young and popular brand TAIL WHIP.</p><p>PROFESSIONAL FINGERBOARDS TAILWHIP offer you real vultures from real skaters! Over 1000 tricks, try classic deck shapes and the ones you like. Only in this set, you will assemble an original deck. Use the included stickers and skateboard tool to customize your fingerboards like professionals. Ride and polish your new mini finger skateboards with TAILWHIP from real skaters! TAILWHIP mini skateboards will be the perfect gift for boys/girls aged 6 and up. Age unlimited. Stress-relief toy.</p><p>Our mini skateboard is not just a toy, it's a true miniaturized skateboarding experience.</p><p>The Wooden Fingerboard TAILWHIP is the perfect gift in a nicely looking retail package.</p><p>The deck is made of 5-layer Canadian maple veneer with a thickness of 0.5 mm, dimensions 98 x 32 mm, and a high concave shape, lacquered. UV/heat transfer graphics. High-quality wheels with bearings.</p></div><div class=""item item-6""> </div><div class=""item item-6""><p>PERFECT GIFT - the finger board mini skateboard is the perfect gift for children to develop their motor skills, hand-eye coordination, and increase curiosity. These are very cute toys that can be disassembled and played with fingers.</p><p>Contents of the Fingerboard TAIL WHIP Hustler Graffiti Pro Deck set:</p><p>Discover professional quality with our TAILWHIP Fingerboard! This high-end wooden mini finger skateboard is designed to provide maximum riding experience. Each Fingerboard is made from precisely selected Canadian maple, offering durability and style.</p><p>Compared to traditional mini skateboards, these new professional 32/34mm skateboards are shorter and closer to the riding surface. Your best fingerboard.</p><ul>5-layer Canadian maple deck with wheels made from precise componentsfoam grip tape1 assembly toolsticker</ul></div><div class=""item item-6""> </div><div class=""item item-6""><p>PREMIUM DURABILITY: Cross layers for maximum strength and durability. Pre-drilled screw holes allow easy truck assembly.</p><p>FOR ALL SKILL LEVELS: Perfect for riders of all skill levels. Includes one sheet of adhesive foam and a free Teak Tuning sticker.</p><p>The wooden mini skateboard is an excellent gift for children, a motor toy supporting the development of motor skills, and also a great addition to a store display or decoration in a café.</p><p>DLA WSZYSTKICH POZIOMÓW UMIEJĘTNOŚCI: Idealna dla jeźdźców na wszystkich poziomach umiejętności. Zawiera jedną arkusz pianki samoprzylepnej i bezpłatną naklejkę Teak Tuning.</p><ul>set intended for children from 6 years olddeck dimensions: 9.8 x 3.2 cmpackaging dimensions: 16.5 x 18.5 x 3 cm</ul></div><div class=""item item-12""><p> </p><p><b>The wooden mini skateboard is an excellent gift for children, a motor toy supporting the development of motor skills, and also a great addition to a store display or decoration in a café.</b></p></div>"
"{""contentId"":""94e13796-db2d-4089-84d0-4a3ee355611a"",""fieldId"":""compFeatures.wRichText.data.styledText.text"",""sequencePath"":[]}",TEXT,wysiwyg.viewer.components.WRichText,"<p class=""font_8""><span>Fursoller sp. z o.o.</span></p>

<p class=""font_8""><span>ul. Domaniewska 47/10</span></p>

<p class=""font_8""><span>02-672 Warszawa</span></p>

<p class=""font_8""><span>+48732081945</span></p>

<p class=""font_8""><span>info@fursoller.com</span></p>","<p class=""font_8"">Fursoller Ltd.</p>
<p class=""font_8"">Domaniewska St. 47/10</p>
<p class=""font_8"">02-672 Warsaw</p>
<p class=""font_8"">+48732081945</p>
<p class=""font_8"">info@fursoller.com</p>"
"{""contentId"":""a163b61b-4bf6-4226-ab71-cc52eb6b2e08"",""fieldId"":""compFeatures.wRichText.data.styledText.text"",""sequencePath"":[]}",TEXT,wysiwyg.viewer.components.WRichText,"<h1 class=""font_0"">O nas</h1>","<h1 class=""font_0"">About Us</h1>"
"{""contentId"":""34d42d2c-447c-4e55-a51f-25790e82841e"",""fieldId"":""compFeatures.wRichText.data.styledText.text"",""sequencePath"":[]}",TEXT,wysiwyg.viewer.components.WRichText,"<p class=""font_8""><span>Polityka wysyłki w sklepie internetowym tailwhip.store</span></p>

<p class=""font_8""><span><span class=""wixGuard"">​</span></span></p>

<p class=""font_8""><span>I. Informacje og&oacute;lne</span></p>

<ol class=""font_8"" style=""text-align:left"">
	<li>
	<p class=""font_8""><span>Niniejsza Polityka Wysyłki określa zasady dostawy towar&oacute;w zam&oacute;wionych w sklepie internetowym tailwhip.store.</span></p>
	</li>
	<li>
	<p class=""font_8""><span>Dostawa zam&oacute;wionych towar&oacute;w realizowana jest wyłącznie za pośrednictwem firmy kurierskiej.</span></p>
	</li>
	<li>
	<p class=""font_8""><span>Sklep dołoży wszelkich starań, aby zam&oacute;wione towary zostały dostarczone w jak najkr&oacute;tszym czasie.</span></p>
	</li>
</ol>

<p class=""font_8""><span>II. Czas realizacji zam&oacute;wienia</span></p>

<ol class=""font_8"" style=""text-align:left"">
	<li>
	<p class=""font_8""><span>Czas otrzymania przesyłki składa się z czasu realizacji zam&oacute;wienia oraz czasu dostawy, przy czym uwzględniane są tylko dni robocze.</span></p>
	</li>
	<li>
	<p class=""font_8""><span>Czas realizacji zam&oacute;wienia wynosi do 3 dni roboczych od momentu potwierdzenia zam&oacute;wienia.</span></p>
	</li>
	<li>
	<p class=""font_8""><span>Czas dostawy jest zależny od firmy kurierskiej i wynosi zwykle 1-2 dni robocze.</span></p>
	</li>
</ol>

<p class=""font_8""><span>III. Koszty wysyłki</span></p>

<ol class=""font_8"" style=""text-align:left"">
	<li>
	<p class=""font_8""><span>Koszty wysyłki zam&oacute;wionych towar&oacute;w zostaną automatycznie wyliczone w momencie składania zam&oacute;wienia i są uzależnione od wagi i wymiar&oacute;w przesyłki.</span></p>
	</li>
	<li>
	<p class=""font_8""><span>Informacja o całkowitym koszcie wysyłki zostanie przedstawiona Klientowi przed złożeniem zam&oacute;wienia.</span></p>
	</li>
</ol>

<p class=""font_8""><span>IV. Warunki dostawy</span></p>

<ol class=""font_8"" style=""text-align:left"">
	<li>
	<p class=""font_8""><span>Dostawa zam&oacute;wionych towar&oacute;w odbywa się pod adres wskazany przez Klienta podczas składania zam&oacute;wienia.</span></p>
	</li>
	<li>
	<p class=""font_8""><span>W momencie odbioru przesyłki Klient zobowiązany jest do sprawdzenia stanu przesyłki w obecności kuriera. W przypadku uszkodzenia przesyłki należy sporządzić protok&oacute;ł szkody w obecności kuriera.</span></p>
	</li>
	<li>
	<p class=""font_8""><span>Kurier ma obowiązek dostarczyć przesyłkę do lokalu Klienta wyłącznie, gdy waga przesyłki nie przekracza 30 kg. Dla zam&oacute;wień o większej wadze, Klient zobowiązany jest do odbioru przesyłki z samochodu kuriera.</span></p>
	</li>
</ol>

<p class=""font_8""><span>V. Op&oacute;źnienia w dostawie i zagubione przesyłki</span></p>

<ol class=""font_8"" style=""text-align:left"">
	<li>
	<p class=""font_8""><span>W przypadku op&oacute;źnień w dostawie przekraczających 7 dni roboczych, Klient ma prawo skontaktować się ze Sklepem w celu wyjaśnienia przyczyn op&oacute;źnienia i ustalenia nowego terminu dostawy.</span></p>
	</li>
	<li>
	<p class=""font_8""><span>W sytuacji, gdy przesyłka została zagubiona przez firmę kurierską, Sklep niezwłocznie wysyła Klientowi towar zastępczy na własny koszt. Jeśli towar jest niedostępny, Sklep zwraca Klientowi całość wpłaconej kwoty.</span></p>
	</li>
</ol>

<p class=""font_8""><span>VI. Postanowienia końcowe</span></p>

<ol class=""font_8"" style=""text-align:left"">
	<li>
	<p class=""font_8""><span>W sprawach nieuregulowanych w niniejszej Polityce Wysyłki zastosowanie mają odpowiednie przepisy Regulaminu sklepu oraz powszechnie obowiązującego prawa.</span></p>
	</li>
	<li>
	<p class=""font_8""><span>Polityka Wysyłki wchodzi w życie z dniem opublikowania na stronie internetowej sklepu tailwhip.store.</span></p>
	</li>
</ol>","<p class=""font_8"">Shipping policy in the online store tailwhip.store</p>
<p class=""font_8"">​</p>
<p class=""font_8"">I. General Information</p>
<ol class=""font_8"" style=""text-align:left"">This Shipping Policy defines the rules for the delivery of goods ordered in the online store tailwhip.store. The delivery of ordered goods is carried out exclusively through a courier company. The store will make every effort to ensure that the ordered goods are delivered as soon as possible.</ol>
<p class=""font_8"">This Shipping Policy defines the rules for the delivery of goods ordered in the online store tailwhip.store.</p>
<ol class=""font_8"" style=""text-align:left"">The time to receive the shipment consists of the order processing time and the delivery time, with only business days being considered. The order processing time is up to 3 business days from the moment the order is confirmed. The delivery time depends on the courier company and usually takes 1-2 business days.</ol>
<p class=""font_8"">The delivery of ordered goods is carried out exclusively through a courier company.</p>
<ol class=""font_8"" style=""text-align:left"">The shipping costs of the ordered goods will be automatically calculated at the time of placing the order and depend on the weight and dimensions of the shipment. Information about the total shipping cost will be presented to the Customer before placing the order.</ol>
<p class=""font_8"">The store will make every effort to ensure that the ordered goods are delivered as soon as possible.</p>
<ol class=""font_8"" style=""text-align:left"">The delivery of ordered goods takes place at the address indicated by the Customer when placing the order. At the time of receiving the shipment, the Customer is obliged to check the condition of the shipment in the presence of the courier. In case of damage to the shipment, a damage report should be prepared in the presence of the courier. The courier is obliged to deliver the shipment to the Customer's premises only if the weight of the shipment does not exceed 30 kg. For orders of greater weight, the Customer is obliged to collect the shipment from the courier's vehicle.</ol>
<p class=""font_8"">II. Order Processing Time</p>
<ol class=""font_8"" style=""text-align:left"">In case of delivery delays exceeding 7 business days, the Customer has the right to contact the Store to clarify the reasons for the delay and to set a new delivery date. In the event that the shipment is lost by the courier company, the Store will immediately send the Customer a replacement product at its own cost. If the product is unavailable, the Store will refund the entire amount paid by the Customer.</ol>
<p class=""font_8"">The time to receive the shipment consists of the order processing time and the delivery time, with only business days being considered.</p>
<ol class=""font_8"" style=""text-align:left"">In matters not regulated in this Shipping Policy, the relevant provisions of the Store's Regulations and generally applicable law shall apply. The Shipping Policy comes into effect on the date of publication on the online store's website tailwhip.store.</ol>"
"{""contentId"":""06e28063-0490-4ef6-827d-341eb25ac964"",""fieldId"":""compFeatures.imageX.data.image.uri"",""sequencePath"":[]}",TEXT,wixui.ImageX,c2c919_7e451c53896d41fcab6f2a958f0a4ed8~mv2.jpg,
"{""contentId"":""06e28063-0490-4ef6-827d-341eb25ac964"",""fieldId"":""compFeatures.imageX.data.image.alt"",""sequencePath"":[]}",TEXT,wixui.ImageX,finger skate,
"{""contentId"":""757021a4-88c3-4268-8d2c-1cc20274f888"",""fieldId"":""menu"",""sequencePath"":[]}",TEXT,document.api.MenuService.Menu,<?xml version='1.1' encoding='UTF-8'?><menu><items/></menu>,<?xml version='1.1' encoding='UTF-8'?><menu><items/></menu>
"{""contentId"":""4ea045ee-c3ea-4ee3-b177-ff3c1217b898"",""fieldId"":""product.name"",""sequencePath"":[]}",TEXT,catalog-product,"Finger Buty na Palce, Akcesoria do Fingerboard, Finger Scooter, Fingerbike","Finger Shoes for Fingers, Fingerboard Accessories, Finger Scooter, Fingerbike"
"{""contentId"":""4ea045ee-c3ea-4ee3-b177-ff3c1217b898"",""fieldId"":""product.description"",""sequencePath"":[]}",TEXT,catalog-product,"<div class=""item item-6"">&nbsp;</div><div class=""item item-6""><p><b>Finger Sneakers TAIL WHIP Keychain Sponge</b></p><p>Zostały stworzone przez młodą i popularną markę <b>TAIL WHIP</b>.</p><p>Odkryj najnowszą atrakcję dla miłośników fingerboard i nie tylko - Mini Buty na Palce! Te niezwykle realistyczne mini sneakersy są doskonałym dodatkiem do Twojej kolekcji fingerboard, czy jako oryginalny breloczek. Wykonane z najwyższej jakości materiałów, te miniaturowe buty zachwycają szczegółowością i autentycznością.</p><p>⭐ <b>Realistyczny Design:</b> Odtworzone z niezwykłą precyzją, te mini sneakersy wyglądają jak ich pełnowymiarowe odpowiedniki. Idealne dla fanów streetwearu i sneakerheadów.</p><p>⭐<b>Wielofunkcyjność</b>: Świetnie sprawdzą się jako urocze buty dla lalek, akcesoria do fingerboard, a nawet jako breloczki po dodaniu łańcuszka.</p><p>⭐<b>Przenośne i Bezpieczne</b>: Ich niewielki rozmiar umożliwia łatwe przenoszenie. Możesz zabrać je wszędzie, dodając stylu swojej torbie sportowej, plecaku czy kluczom.</p><p>⭐<b>Idealne na Prezent</b>: Czy to dla kolekcjonera sneakerów, miłośnika miniatur, czy jako edukacyjna zabawka dla dzieci, te mini buty to doskonały wybór na każdą okazję</p><p>⭐<b>Zestaw</b>: Każdy zestaw zawiera parę miniaturowych butów ze sznurówkami, które można regulować dla lepszego dopasowania.</p></div><div class=""item item-6"">&nbsp;</div><div class=""item item-6""><p>Ze względu na ich miniaturowy rozmiar, buty są precyzyjnie wykonane, co oznacza, że są tak unikatowe jak prawdziwe sneakersy.</p><p>Finger Buty na Palce TAILWHIP to idealny prezent w ładnie wyglądającym opakowaniu detalicznym.</p><ul>	<li>zestaw przeznaczony&nbsp;<b>dla dzieci od 6 roku życia</b></li>	<li>wymiary buta:&nbsp; 5 x 2 x 3.5 cm</li>	<li>wymiary opakowania: 7.5 x 5.5 x 4 cm</li></ul></div><div class=""item item-12""><p><b>Mini buty Finger Sneakers TAIL WHIP to doskonały prezent dla dzieci, zabawka motoryczna wspierająca rozwijanie zdolności motorycznych, a także świetne uzupełnienie wystawy sklepowej lub dekoracji w kawiarni.</b></p></div>","<div class=""item item-6""> </div><div class=""item item-6""><p>Finger Sneakers TAIL WHIP Keychain Sponge</p><p>They were created by the young and popular brand TAIL WHIP.</p><p>Discover the latest attraction for fingerboard enthusiasts and more - Mini Finger Shoes! These incredibly realistic mini sneakers are a perfect addition to your fingerboard collection or as an original keychain. Made from the highest quality materials, these miniature shoes impress with their detail and authenticity.</p><p>⭐Realistic Design: Recreated with extraordinary precision, these mini sneakers look like their full-sized counterparts. Perfect for streetwear fans and sneakerheads.</p><p>⭐Multifunctionality: They work great as cute shoes for dolls, fingerboard accessories, or even as keychains when you add a chain.</p><p>⭐Portable and Safe: Their small size allows for easy portability. You can take them anywhere, adding style to your sports bag, backpack, or keys.</p><p>⭐Perfect for a Gift: Whether for a sneaker collector, miniature enthusiast, or as an educational toy for children, these mini shoes are an excellent choice for any occasion.</p><p>⭐Set: Each set includes a pair of miniature shoes with laces that can be adjusted for a better fit.</p></div><div class=""item item-6""> </div><div class=""item item-6""><p>Due to their miniature size, the shoes are precisely crafted, meaning they are as unique as real sneakers.</p><p>Finger Mini Shoes TAIL WHIP are the perfect gift in a nicely looking retail package.</p><ul>set intended for children from 6 years old shoe dimensions: 5 x 2 x 3.5 cm packaging dimensions: 7.5 x 5.5 x 4 cm</ul></div><div class=""item item-12""><p>Mini shoes Finger Sneakers TAIL WHIP are a perfect gift for children, a motor skills toy supporting the development of motor skills, as well as a great addition to a store display or decoration in a café.</p></div>"
"{""contentId"":""9ae9cc24-b5b8-411b-97be-dbba852cc96c"",""fieldId"":""product.name"",""sequencePath"":[]}",TEXT,catalog-product,"Fingerboard Buty TAILWHIP, Finger Sneakers RedSpider, Akcesoria dla Dzieci","Fingerboard Shoes TAILWHIP, Finger Sneakers RedSpider, Accessories for Children"
"{""contentId"":""9ae9cc24-b5b8-411b-97be-dbba852cc96c"",""fieldId"":""product.description"",""sequencePath"":[]}",TEXT,catalog-product,"<div class=""item item-6""><p><strong>Finger Sneakers TAILWHIP Pikachiu</strong></p><p>Zostały stworzone przez młodą i popularną markę <strong>TAILWHIP</strong>.</p><p>Odkryj najnowszą atrakcję dla miłośników fingerboard i nie tylko - Mini Buty na Palce! Te niezwykle realistyczne mini sneakersy są doskonałym dodatkiem do Twojej kolekcji fingerboard, czy jako oryginalny breloczek. Wykonane z najwyższej jakości materiałów, te miniaturowe buty zachwycają szczegółowością i autentycznością.</p><p>⭐ <strong>Realistyczny Design:</strong> Odtworzone z niezwykłą precyzją, te mini sneakersy wyglądają jak ich pełnowymiarowe odpowiedniki. Idealne dla fanów streetwearu i sneakerheadów.</p><p>⭐<strong>Wielofunkcyjność:</strong> Świetnie sprawdzą się jako urocze buty dla lalek, akcesoria do fingerboard, a nawet jako breloczki po dodaniu łańcuszka.</p><p>⭐<strong>Przenośne i Bezpieczne:</strong> Ich niewielki rozmiar umożliwia łatwe przenoszenie. Możesz zabrać je wszędzie, dodając stylu swojej torbie sportowej, plecaku czy kluczom.</p><p>⭐<strong>Idealne na Prezent:</strong> Czy to dla kolekcjonera sneakerów, miłośnika miniatur, czy jako edukacyjna zabawka dla dzieci, te mini buty to doskonały wybór na każdą okazję</p><p>⭐<strong>Zestaw:</strong> Każdy zestaw zawiera parę miniaturowych butów ze sznurówkami, które można regulować dla lepszego dopasowania.</p><p>&nbsp;</p><p>Ze względu na ich miniaturowy rozmiar, buty są precyzyjnie wykonane, co oznacza, że są tak unikatowe jak prawdziwe sneakersy.</p><p>Finger Buty na Palce TAILWHIP to idealny prezent w ładnie wyglądającym opakowaniu detalicznym.</p><p>zestaw przeznaczony&nbsp;<strong>dla dzieci od 6 roku życia</strong><br>wymiary buta:&nbsp;&nbsp;3 x 1.5 cm</p></div>","<div class=""item item-6""><p>Finger Sneakers TAILWHIP Pikachiu</p><p>Created by the young and popular brand TAILWHIP.</p><p>Discover the latest attraction for fingerboard enthusiasts and more - Mini Finger Shoes! These incredibly realistic mini sneakers are a perfect addition to your fingerboard collection or as an original keychain. Made from the highest quality materials, these miniature shoes impress with their detail and authenticity.</p><p>⭐Realistic Design: Recreated with extraordinary precision, these mini sneakers look like their full-sized counterparts. Perfect for streetwear fans and sneakerheads.</p><p>⭐Multifunctionality: They work great as cute shoes for dolls, fingerboard accessories, or even as keychains when you add a chain.</p><p>⭐Portable and Safe: Their small size makes them easy to carry. You can take them anywhere, adding style to your sports bag, backpack, or keys.</p><p>⭐Perfect for a Gift: Whether for a sneaker collector, a miniature enthusiast, or as an educational toy for children, these mini shoes are an excellent choice for any occasion.</p><p>⭐Set: Each set includes a pair of miniature shoes with laces that can be adjusted for a better fit.</p><p>Due to their miniature size, the shoes are precisely crafted, meaning they are as unique as real sneakers.</p><p>Finger Mini Shoes TAIL WHIP are the perfect gift in a nicely looking retail package.</p><p>set intended for children from 6 years old shoe dimensions: 3 x 1.5 cm</p><p>zestaw przeznaczony <strong>dla dzieci od 6 roku życia</strong><br/>wymiary buta:  3 x 1.5 cm</p></div>"
"{""contentId"":""7bd781b6-afb1-48fb-b9e1-474aeb167e97"",""fieldId"":""product.name"",""sequencePath"":[]}",TEXT,catalog-product,"Sportowy Kask Ochronny TAILWHIP, Fiolet S","Protective Sports Helmet TAILWHIP, Purple S"
"{""contentId"":""7bd781b6-afb1-48fb-b9e1-474aeb167e97"",""fieldId"":""product.description"",""sequencePath"":[]}",TEXT,catalog-product,"<div class=""item item-6""></div><div class=""item item-6""><p><b>Uniwersalny kask sportowy TAIL WHIP</b> zapewnia niezawodną ochronę głowy przed upadkami i uderzeniami. Wytrzymały i lekki materiał zapewnia maksymalną ochronę przy minimalnej wadze, co jest szczególnie istotne przy długotrwałym i intensywnym użytkowaniu kasku.</p><p><b>Wykonany z:</b></p><ul><li>wytrzymałego plastiku ABS</li><li>EPS (spieniony polistyren).<p>Lekki, z przemyślaną aerodynamiką.</p></li></ul></div><div class=""item item-6""></div><div class=""item item-6""><ul><li>Wyposażony w otwory wentylacyjne</li><li>Regulowany rozmiar i pewne zapięcie dzięki blokadzie</li><li>Do dopasowania kasku rowerowego użyj pokrętła regulacyjnego umieszczonego na tylnej części kasku</li><li>Pas z blokadą pozwala na dokładne dopasowanie i wygodne założenie kasku.</li></ul></div><div class=""item item-6""></div><div class=""item item-6""></div>","<div class=""item item-6""></div><div class=""item item-6""><p>The universal sports helmet TAIL WHIP provides reliable head protection against falls and impacts. Durable and lightweight material ensures maximum protection with minimal weight, which is especially important during prolonged and intense use of the helmet.</p><p>Made of:</p><ul>durable ABSEPS plastic (expanded polystyrene). Lightweight, with thoughtful aerodynamics.</ul></div><div class=""item item-6""></div><div class=""item item-6""><ul>Equipped with ventilation holesAdjustable size and secure fastening thanks to the lockTo adjust the bicycle helmet, use the adjustment knob located on the back of the helmetThe strap with a lock allows for precise fitting and comfortable wearing of the helmet.
```</ul></div><div class=""item item-6""></div><div class=""item item-6""></div>"
"{""contentId"":""6a66a589-f7c8-438d-b415-9a03b4f11fec"",""fieldId"":""compFeatures.wRichText.data.styledText.text"",""sequencePath"":[]}",TEXT,wysiwyg.viewer.components.WRichText,"<h6 class=""font_6""><span>Adres do doreczeń</span></h6>","<h6 class=""font_6""><span>Adres do doreczeń</span></h6>"
"{""contentId"":""3a46ba6e-6fb1-47cc-8c77-fd8d5a04c6a2"",""fieldId"":""compFeatures.wRichText.data.styledText.text"",""sequencePath"":[]}",TEXT,wysiwyg.viewer.components.WRichText,"<p class=""font_8"">Pn-Pt&nbsp;9:00&nbsp;&ndash; 17:00​</p>","<p class=""font_8"">Mon-Fri 9:00 – 17:00​</p>"
"{""contentId"":""7b9b9c96-3c99-403d-b758-e48842573e7c"",""fieldId"":""compFeatures.imageX.data.image.uri"",""sequencePath"":[]}",TEXT,wixui.ImageX,c2c919_ecc88847ab8643f4b337f03d4ad31078~mv2.jpg,
"{""contentId"":""7b9b9c96-3c99-403d-b758-e48842573e7c"",""fieldId"":""compFeatures.imageX.data.image.alt"",""sequencePath"":[]}",TEXT,wixui.ImageX,finger tech deck,
"{""contentId"":""a7e53ccc-5851-49bf-958a-2c4182a27d51"",""fieldId"":""compFeatures.imageX.data.image.uri"",""sequencePath"":[]}",TEXT,wixui.ImageX,9f9bce_3683c2a009644ed18423783df30d5565~mv2.png,
"{""contentId"":""a7e53ccc-5851-49bf-958a-2c4182a27d51"",""fieldId"":""compFeatures.imageX.data.image.alt"",""sequencePath"":[]}",TEXT,wixui.ImageX,,
"{""contentId"":""dcff2635-ae99-424a-86b4-8859cf7377e4"",""fieldId"":""shippingRule.name"",""sequencePath"":[]}",TEXT,shipping-rule,Domestic,
"{""contentId"":""dcff2635-ae99-424a-86b4-8859cf7377e4"",""fieldId"":""shippingRule.option.title"",""sequencePath"":[{""seqName"":""options"",""itemId"":""79590084-d15b-54a2-6f45-b41aa47a31c9""}]}",TEXT,shipping-rule,Polska,
"{""contentId"":""dcff2635-ae99-424a-86b4-8859cf7377e4"",""fieldId"":""shippingRule.option.deliveryTime"",""sequencePath"":[{""seqName"":""options"",""itemId"":""79590084-d15b-54a2-6f45-b41aa47a31c9""}]}",TEXT,shipping-rule,3,
"{""contentId"":""3b3c8f47-49f5-474f-96fc-96847a2ec271"",""fieldId"":""product.name"",""sequencePath"":[]}",TEXT,catalog-product,Finger Scooter TAILWHIP Mini Hulajnoga Na Palce Metalowa,Finger Scooter TAILWHIP Mini Finger Scooter Metal
