"ID (do not edit)","Content type","Element type","Source language (PL)","Target language (EN)"
"{""contentId"":""4ff9d12f-39de-4a5e-9a29-40f81e5b7938"",""fieldId"":""compFeatures.imageX.data.image.uri"",""sequencePath"":[]}","TEXT","wixui.ImageX","678eb7fd3b584e7eb2d33388eacdcb3f.jpg","678eb7fd3b584e7eb2d33388eacdcb3f.jpg"
"{""contentId"":""4ff9d12f-39de-4a5e-9a29-40f81e5b7938"",""fieldId"":""compFeatures.imageX.data.image.alt"",""sequencePath"":[]}","TEXT","wixui.ImageX","finger bike and finger scooter",
"{""contentId"":""d01bffb5-4f62-4314-a2d6-4a789cfb92b2"",""fieldId"":""menu"",""sequencePath"":[]}","TEXT","document.api.MenuService.Menu","<?xml version='1.1' encoding='UTF-8'?><menu><items><items><label>Regulamin sklepu internetowego</label><items/></items><items><label>Polityka prywatności</label><items/></items><items><label>Polityka wysyłki</label><items/></items><items><label>Polityka zwrotów i refundacji</label><items/></items><items><label>Polityka plików cookie</label><items/></items></items></menu>","<?xml version='1.1' encoding='UTF-8'?><menu><items><items><label>Online store regulations</label><items/></items><items><label>privacy policy</label><items/></items><items><label>Shipping Policy</label><items/></items><items><label>Returns and refunds policy</label><items/></items><items><label>Cookie policy</label><items/></items></items></menu>"
"{""contentId"":""6b695821-13cc-47ce-b415-bb4ada4e0e92"",""fieldId"":""compFeatures.wRichText.data.styledText.text"",""sequencePath"":[]}","TEXT","wysiwyg.viewer.components.WRichText","<h1 class=""font_0"">POLITYKA PRYWATNOŚCI SKLEPU INTERNETOWEGO TAILWHIP.STORE</h1>","<h1 class=""font_0"">PRIVACY POLICY OF THE TAILWHIP.STORE</h1>"
"{""contentId"":""c1ae8975-ba60-4fc0-8565-a6395133330c"",""fieldId"":""shippingRule.name"",""sequencePath"":[]}","TEXT","shipping-rule","International","International"
"{""contentId"":""c1ae8975-ba60-4fc0-8565-a6395133330c"",""fieldId"":""shippingRule.option.title"",""sequencePath"":[{""seqName"":""options"",""itemId"":""00000000-0000-0000-0000-000000000001""}]}","TEXT","shipping-rule","Free Shipping","Free Shipping"
"{""contentId"":""c1ae8975-ba60-4fc0-8565-a6395133330c"",""fieldId"":""shippingRule.option.deliveryTime"",""sequencePath"":[{""seqName"":""options"",""itemId"":""00000000-0000-0000-0000-000000000001""}]}","TEXT","shipping-rule",,
"{""contentId"":""8c986351-2c9b-4eb0-8642-bbb2f904cfde"",""fieldId"":""compFeatures.siteButton.data.label"",""sequencePath"":[]}","TEXT","wysiwyg.viewer.components.SiteButton","Więcej","Read more"
"{""contentId"":""d5730753-a08b-40c8-a41c-7edff5a2c7d9"",""fieldId"":""menu"",""sequencePath"":[]}","TEXT","document.api.MenuService.Menu","<?xml version='1.1' encoding='UTF-8'?><menu><items><items><label>Główna</label><items/></items><items><label>Category Page</label><items/></items><items><label>Checkout</label><items/></items><items><label>Thank You Page</label><items/></items><items><label>Cart Page</label><items/></items><items><label>O nas</label><items/></items><items><label>Kontakt</label><items/></items><items><label>FAQ</label><items/></items><items><label>Regulamin sklepu internetowego</label><items/></items><items><label>Polityka prywatności</label><items/></items><items><label>Polityka wysyłki</label><items/></items><items><label>Polityka zwrotów i refundacji</label><items/></items><items><label>Polityka plików cookie</label><items/></items></items></menu>","<?xml version='1.1' encoding='UTF-8'?><menu><items><items><label>Main</label><items/></items><items><label>Category Page</label><items/></items><items><label>Checkout</label><items/></items><items><label>Thank YouPage</label><items/></items><items><label>CartPage</label><items/></items><items><label>About us</label><items/></items><items><label>Contact</label><items/></items><items><label>FAQ</label><items/></items><items><label>Online store regulations</label><items/></items><items><label>privacy policy</label><items/></items><items><label>Shipping Policy</label><items/></items><items><label>Returns and refunds policy</label><items/></items><items><label>Cookie policy</label><items/></items></items></menu>"
"{""contentId"":""8327751c-f829-44bd-a35b-7cbb4f521275"",""fieldId"":""ribbon.title"",""sequencePath"":[]}","TEXT","ribbon","Новинка!","New!"
"{""contentId"":""473515a2-8b17-4cb2-b337-1840aeb1037a"",""fieldId"":""menu"",""sequencePath"":[]}","TEXT","document.api.MenuService.Menu","<?xml version='1.1' encoding='UTF-8'?><menu><items><items><label>Custom Member Page</label><items/></items></items></menu>","<?xml version='1.1' encoding='UTF-8'?><menu><items><items><label>Custom Member Page</label><items/></items></items></menu>"
"{""contentId"":""847e0972-f993-4d89-a351-c37bde04d968"",""fieldId"":""product.name"",""sequencePath"":[]}","TEXT","catalog-product","CZAPKA ZIMOWA TAIL WHIP DWUWARSTWOWA BEANIE RIDER, IDEALNA NA BMX I SKATE","WINTER HAT TAIL WHIP DOUBLE-LAYER BEANIE RIDER, IDEAL FOR BMX AND SKATE"
"{""contentId"":""847e0972-f993-4d89-a351-c37bde04d968"",""fieldId"":""product.description"",""sequencePath"":[]}","TEXT","catalog-product","<div class=""item item-6""><p><strong>CZAPKA ZIMOWA TAILWHIP BEANIE RIDER</strong></p><p>&nbsp;</p><p>⭐<strong>Miła w dotyku czapka typu beanie</strong>, która zapewni Ci ciepło na co dzień</p><p>⭐Czapka zimowa to <strong>niezbędny element garderoby dla prawdziwego rider'a bmx i skateboard, a także podczas uprawiania sportów zimowych</strong>.&nbsp;Chroni głowę przed mrozem i wiatrem, zapewniając komfort termiczny.</p><p>⭐<strong>Modny dodatek i praktyczne okrycie głowy</strong>. Czapka zimowa nie tylko chroni przed zimnem, ale także podkreśla indywidualny styl z haftowanym logo TAIL WHIP.</p><p>⭐<strong>Dwuwarstwowy materiał zapewni ciepły komfort</strong>. Ciepła czapka uniseks jest wykonana w 70% z bawełny, która jest miękka, niezwykle gładka w dotyku i przyjemnie otula. Dzięki dodatkowi poliestru (30%) materiał utrzymuje fason i jest odporny na zużycie nawet przez wiele sezonów.</p><p><br><strong>Parametry:</strong></p><ul>	<li><strong>Marka </strong>- TAIL WHIP</li>	<li><strong>Logo </strong>- Tak (haftowane TAIL WHIP)</li>	<li><strong>Rozmiar: 52-54 (XS)</strong></li>	<li><strong>Wiek</strong>: 8-12 lat</li>	<li><strong>Skład</strong>: 70% bawełna + 30 % poliestru</li>	<li><strong>Kolor </strong>:&nbsp;czarny</li>	<li><strong>Fason</strong>: beanie</li></ul></div>","<p><strong>WINTER HAT TAILWHIP BEANIE RIDER </strong><br><br> ⭐ <strong>A soft-touch beanie hat</strong> that will keep you warm every day<br> ⭐A winter hat is <strong>an essential piece of clothing for a true bmx and skateboard rider, as well as when practicing winter sports</strong> . It protects the head from frost and wind, providing thermal comfort.<br> ⭐ <strong>A fashionable accessory and practical head covering</strong> . The winter hat not only protects against the cold, but also emphasizes individual style with the embroidered TAIL WHIP logo.<br> ⭐ <strong>Two-layer material will provide warm comfort</strong> . The warm unisex hat is made of 70% cotton, which is soft, extremely smooth to the touch and pleasantly wraps. Thanks to the addition of polyester (30%), the material maintains its shape and is resistant to wear even for many seasons.<br><br> <strong>Parameters:</strong><br></p><ul>  <li>&nbsp;<strong>Brand</strong> - TAIL WHIP</li>  <li>&nbsp;<strong>Logo</strong> - Yes (TAIL WHIP embroidered)</li>  <li>&nbsp;<strong>Size: 52-54 (XS)</strong></li>  <li>&nbsp;<strong>Age</strong> : 8-12 years</li>  <li>&nbsp;<strong>Composition</strong> : 70% cotton + 30% polyester</li>  <li>&nbsp;<strong>Color</strong> : black</li>  <li>&nbsp;<strong>Style</strong> : beanie</li></ul><br/>"
"{""contentId"":""48ee7607-95a8-4911-930d-01a0d02f2b09"",""fieldId"":""compFeatures.wRichText.data.styledText.text"",""sequencePath"":[]}","TEXT","wysiwyg.viewer.components.WRichText","<h2 class=""font_2""><span>Nasze Zaangażowanie w&nbsp;Kulturę</span></h2>",
"{""contentId"":""23cd32d6-3ea9-4489-9975-36c171f56f17"",""fieldId"":""wix.forms.v4.Form.fieldsV2.displayOptions.pageNavigationOptions.previousPageText"",""sequencePath"":[{""seqName"":""fieldsV2"",""itemId"":""520a88ad-6dbc-4d4c-b5ef-8971d034ca87""}]}","TEXT","wix.forms.v4.Form","Back","Back"
"{""contentId"":""23cd32d6-3ea9-4489-9975-36c171f56f17"",""fieldId"":""wix.forms.v4.Form.fieldsV2.inputOptions.stringOptions.textInputOptions.placeholder"",""sequencePath"":[{""seqName"":""fieldsV2"",""itemId"":""75e89bac-f416-4915-429e-180743359592""}]}","TEXT","wix.forms.v4.Form",,
"{""contentId"":""23cd32d6-3ea9-4489-9975-36c171f56f17"",""fieldId"":""wix.forms.v4.Form.fieldsV2.displayOptions.richContentOptions.richContent"",""sequencePath"":[{""seqName"":""fieldsV2"",""itemId"":""aababd9a-1098-4139-703f-617911d4e8c1""}]}","RICH_CONTENT","wix.forms.v4.Form","{""nodes"":[{""type"":""PARAGRAPH"",""id"":""2gwqf105"",""nodes"":[{""type"":""TEXT"",""id"":"""",""nodes"":[],""textData"":{""text"":""Podpisz się na nasze wiadomości"",""decorations"":[{""type"":""BOLD"",""fontWeightValue"":700}]}}],""paragraphData"":{}}],""metadata"":{""version"":1,""createdTimestamp"":""2023-05-10T09:20:25.569Z"",""updatedTimestamp"":""2023-05-10T09:20:25.569Z"",""id"":""5bcfaa0d-7ca4-4fb7-8e83-217fa1fc980b""},""documentStyle"":{}}","{""nodes"":[{""type"":""PARAGRAPH"",""id"":""2gwqf105"",""nodes"":[{""type"":""TEXT"",""id"":"""",""nodes"":[],""textData"":{""text"":""Sign up to our messages"",""decorations"":[]}}],""paragraphData"":{}}],""metadata"":{""version"":1,""createdTimestamp"":""2023-05-10T09:20:25.569Z"",""updatedTimestamp"":""2023-05-10T09:20:25.569Z"",""id"":""5bcfaa0d-7ca4-4fb7-8e83-217fa1fc980b""},""documentStyle"":{}}"
"{""contentId"":""23cd32d6-3ea9-4489-9975-36c171f56f17"",""fieldId"":""wix.forms.v4.Form.fieldsV2.inputOptions.stringOptions.textInputOptions.label"",""sequencePath"":[{""seqName"":""fieldsV2"",""itemId"":""75e89bac-f416-4915-429e-180743359592""}]}","TEXT","wix.forms.v4.Form","Email","Email"
"{""contentId"":""23cd32d6-3ea9-4489-9975-36c171f56f17"",""fieldId"":""wix.forms.v4.Form.fieldsV2.displayOptions.pageNavigationOptions.submitText"",""sequencePath"":[{""seqName"":""fieldsV2"",""itemId"":""520a88ad-6dbc-4d4c-b5ef-8971d034ca87""}]}","TEXT","wix.forms.v4.Form","Zgadzam się!","I agree!"
"{""contentId"":""23cd32d6-3ea9-4489-9975-36c171f56f17"",""fieldId"":""wix.forms.v4.Form.fieldsV2.inputOptions.booleanOptions.checkboxOptions.label"",""sequencePath"":[{""seqName"":""fieldsV2"",""itemId"":""5a3f0b63-9842-4df6-2116-f7ed78c9a12d""}]}","RICH_CONTENT","wix.forms.v4.Form","{""nodes"":[{""type"":""PARAGRAPH"",""id"":""do2yv29"",""nodes"":[{""type"":""TEXT"",""id"":"""",""nodes"":[],""textData"":{""text"":""Tak, podpisz mi na wiadomości."",""decorations"":[]}}],""paragraphData"":{""textStyle"":{""textAlignment"":""AUTO""}}}],""metadata"":{""version"":1,""createdTimestamp"":""2024-05-13T16:34:52.634Z"",""updatedTimestamp"":""2024-05-13T16:34:52.634Z"",""id"":""3d3952d4-020a-4066-994f-d62937ff853d""},""documentStyle"":{}}","{""nodes"":[{""type"":""PARAGRAPH"",""id"":""do2yv29"",""nodes"":[{""type"":""TEXT"",""id"":"""",""nodes"":[],""textData"":{""text"":""Yes, sign me up to the message."",""decorations"":[]}}],""paragraphData"":{""textStyle"":{""textAlignment"":""AUTO""}}}],""metadata"":{""version"":1,""createdTimestamp"":""2024-05-13T16:34:52.634Z"",""updatedTimestamp"":""2024-05-13T16:34:52.634Z"",""id"":""3d3952d4-020a-4066-994f-d62937ff853d""},""documentStyle"":{}}"
"{""contentId"":""23cd32d6-3ea9-4489-9975-36c171f56f17"",""fieldId"":""wix.forms.v4.Form.fieldsV2.displayOptions.pageNavigationOptions.nextPageText"",""sequencePath"":[{""seqName"":""fieldsV2"",""itemId"":""520a88ad-6dbc-4d4c-b5ef-8971d034ca87""}]}","TEXT","wix.forms.v4.Form","Next","Next"
"{""contentId"":""23cd32d6-3ea9-4489-9975-36c171f56f17"",""fieldId"":""wix.forms.v4.Form.submitSettings.thankYouMessageOptions.richContent"",""sequencePath"":[]}","RICH_CONTENT","wix.forms.v4.Form","{""nodes"":[{""type"":""PARAGRAPH"",""id"":""cthic27"",""nodes"":[{""type"":""TEXT"",""id"":"""",""nodes"":[],""textData"":{""text"":""Thanks, we received your submission."",""decorations"":[]}}],""paragraphData"":{""textStyle"":{""textAlignment"":""CENTER""}}}],""metadata"":{""version"":1,""createdTimestamp"":""2023-05-10T09:20:11.284Z"",""updatedTimestamp"":""2023-05-10T09:20:11.284Z"",""id"":""6973a12c-2e0c-463a-bcca-89bc1c6f66f7""}}","{""nodes"":[{""type"":""PARAGRAPH"",""id"":""cthic27"",""nodes"":[{""type"":""TEXT"",""id"":"""",""nodes"":[],""textData"":{""text"":""Thanks, we received your submission."",""decorations"":[]}}],""paragraphData"":{""textStyle"":{""textAlignment"":""CENTER""}}}],""metadata"":{""version"":1,""createdTimestamp"":""2023-05-10T09:20:11.284Z"",""updatedTimestamp"":""2023-05-10T09:20:11.284Z"",""id"":""6973a12c-2e0c-463a-bcca-89bc1c6f66f7""}}"
"{""contentId"":""1eaab2f2-14f5-47a1-b37b-db31aaf742c3"",""fieldId"":""compFeatures.imageX.data.image.uri"",""sequencePath"":[]}","TEXT","wixui.ImageX","9f9bce_bff6510fe2cb437797b7b3b11a41682f~mv2.jpg",
"{""contentId"":""1eaab2f2-14f5-47a1-b37b-db31aaf742c3"",""fieldId"":""compFeatures.imageX.data.image.alt"",""sequencePath"":[]}","TEXT","wixui.ImageX","finger board",
"{""contentId"":""0a12d3d9-a322-4dda-9b10-44e24750593e"",""fieldId"":""product.name"",""sequencePath"":[]}","TEXT","catalog-product","Fingerboard Buty TAILWHIP, Finger Sneakers RedSpider, Akcesoria dla Dzieci",
"{""contentId"":""0a12d3d9-a322-4dda-9b10-44e24750593e"",""fieldId"":""product.description"",""sequencePath"":[]}","TEXT","catalog-product","
<div class=""item item-6"">
</div>
<div class=""item item-6"">

<p><b>Finger Sneakers TAILWHIP Anime</b></p><p>Zostały stworzone przez młodą i popularną markę <b>TAILWHIP</b>.</p><p>Odkryj najnowszą atrakcję dla miłośników fingerboard i nie tylko - Mini Buty na Palce! Te niezwykle realistyczne mini sneakersy są doskonałym dodatkiem do Twojej kolekcji fingerboard, czy jako oryginalny breloczek. Wykonane z najwyższej jakości materiałów, te miniaturowe buty zachwycają szczegółowością i autentycznością.</p><p>⭐ <b>Realistyczny Design:</b> Odtworzone z niezwykłą precyzją, te mini sneakersy wyglądają jak ich pełnowymiarowe odpowiedniki. Idealne dla fanów streetwearu i sneakerheadów.</p><p>⭐<b>Wielofunkcyjność</b>: Świetnie sprawdzą się jako urocze buty dla lalek, akcesoria do fingerboard, a nawet jako breloczki po dodaniu łańcuszka.</p><p>⭐<b>Przenośne i Bezpieczne</b>: Ich niewielki rozmiar umożliwia łatwe przenoszenie. Możesz zabrać je wszędzie, dodając stylu swojej torbie sportowej, plecaku czy kluczom.</p><p>⭐<b>Idealne na Prezent</b>: Czy to dla kolekcjonera sneakerów, miłośnika miniatur, czy jako edukacyjna zabawka dla dzieci, te mini buty to doskonały wybór na każdą okazję</p><p>⭐<b>Zestaw</b>: Każdy zestaw zawiera parę miniaturowych butów ze sznurówkami, które można regulować dla lepszego dopasowania.</p>

</div>


<div class=""item item-6"">
</div>
<div class=""item item-6"">

<p>Ze względu na ich miniaturowy rozmiar, buty są precyzyjnie wykonane, co oznacza, że są tak unikatowe jak prawdziwe sneakersy.</p><p>Finger Buty na Palce TAILWHIP to idealny prezent w ładnie wyglądającym opakowaniu detalicznym.</p><ul><li>zestaw przeznaczony&nbsp;<b>dla dzieci od 6 roku życia</b></li><li>wymiary buta:&nbsp; 3 x 1.5 cm</li></ul>

</div>
",
"{""contentId"":""6eda07d0-34bc-4792-8466-fd2d0c85293a"",""fieldId"":""product.name"",""sequencePath"":[]}","TEXT","catalog-product","Fingerscooter TAILWHIP Metalowy, Hulajnoga na Palce z Kierownicą Y-bar, Chr",
"{""contentId"":""6eda07d0-34bc-4792-8466-fd2d0c85293a"",""fieldId"":""product.description"",""sequencePath"":[]}","TEXT","catalog-product","<div class=""item item-6""></div><div class=""item item-6""><h2>Finger scooter TAILWHIP®️- Nowa wersja kultowej hulajnogi palcowej – teraz w eleganckim kolorze chromu i z kierownicą typu Y-bar!</h2><p>Odkryj niezwykłą serię Fingerscooter TAILWHIP®️, zaprojektowaną przez naszą markę z pasją i dbałością o detale. To coś więcej niż zabawka – to sposób na aktywną i kreatywną zabawę, który rozwija Twoje umiejętności i wyobraźnię.</p><p><b>Dlaczego warto wybrać Fingerscooter TAILWHIP®?</b></p><p>✨Szeroki deck typu PRO - idealny do tricków i większej stabilności</p><p>✨Wykonana w całości z metalu – solidna i trwała konstrukcja</p><p><b>✏️</b>Wreszcie solidny metalowy widelec</p><p>✨ Optymalny Rozmiar Kierownicy</p><p>✨ Gumowe gripy – komfort i kontrola</p><p>✨ Kierownica typu Y-bar – sportowy wygląd i lepszy chwyt</p><p>✨Realistyczny design – wygląda jak prawdziwa hulajnoga w miniaturze</p><p>✨ Niezwykłe kolory</p><p><b>▶️https://www.youtube.com/shorts/ammt0Z4Z-Jk</b></p></div><div class=""item item-6""></div><div class=""item item-6""><p><b>PROFESJONALNY FINGERSCOOTER TAILWHIP®️ </b>jest limitowana edycja serii Pro, z bardzo popularnym riderem Finger Hustler, profesjonalna zabawkowa frajda. Nasze mini skutery są lepsze do wystawienia. Odpowiednie zarówno dla dorosłych, jak i dzieci, mogą być rozmontowane na części i ponownie złożyć.</p><p>✔️Własny, unikalny design – tworzymy kolekcjonerskie modele, które zachwycą każdego młodego ridera.</p><p>✔️Rozwój zdolności manualnych: mini hulajnoga rozwija koordynację ruchową i precyzję dłoni, co wspiera rozwój motoryki małej.</p><p>✔️ Koniec z nudą przy ekranach: Nasze produkty zachęcają do aktywnej zabawy i odkrywania świata trików – bez smartfonów i gadżetów.</p><p><b>▶️https://www.youtube.com/shorts/ammt0Z4Z-Jk</b></p></div><div class=""item item-6""></div><div class=""item item-6""><p><b>✏️</b>Aby zapewnić maksymalną płynność ruchów i przygotować hulajnogę do wykonywania trików:</p><ol><li><b>Nasmaruj widełkę niewielką ilością oleju</b>&nbsp;– to pomoże w płynniejszym wykonywaniu obrotów i manewrów.</li><li>Równomiernie przyklej griptape&nbsp;na dekę, aby zapewnić idealną przyczepność.</li><li>Sprawdź dokręcenie wszystkich elementów&nbsp;za pomocą dołączonego klucza-śrubokręta.</li></ol><p><b>Co znajdziesz w zestawie?</b></p><ul><li>Fingerscooter</li><li>Miękki griptape do samodzielnego przyklejenia</li><li>Uniwersalny klucz-śrubokręt</li></ul><p><b>▶️https://www.youtube.com/shorts/ammt0Z4Z-Jk</b></p></div><div class=""item item-6""></div><div class=""item item-6""><p><b>Dla kogo jest Fingerscooter?</b></p><ul><li><b>Dla dzieci od 6 roku życia</b></li><li>Początkujący i zaawansowani riderzy</li><li>Miłośnicy fingerboardów, finger BMX i aktywnej zabawy</li></ul><p><b>Dane techniczne:</b></p><ul><li>Materiał: solidny stop metalu</li><li>wymiary mini hulajnogi na palce:&nbsp; 8 x 7 cm</li><li>wymiary opakowania: 18 x 13,5 x 3 cm</li><li>kolor: chrom</li></ul><p><b>▶️https://www.youtube.com/shorts/ammt0Z4Z-Jk</b></p></div><div class=""item item-6""></div><div class=""item item-6""><p><b>Dlaczego warto zaufać TAILWHIP®️?</b></p><ul><li>Certyfikowana jakość&nbsp;– wszystkie nasze produkty spełniają wymagania bezpieczeństwa, a informacje o jakości znajdziesz na opakowaniu.</li><li>Kreatywna społeczność&nbsp;– baw się, rozwijaj umiejętności i twórz niezapomniane chwile z TAILWHIP<b>®️</b></li></ul></div><div class=""item item-12""></div><div class=""item item-12""></div><div class=""item item-12""></div>",
"{""contentId"":""2f4e16f0-7658-4afe-b0cb-a34aa3a297e1"",""fieldId"":""product.name"",""sequencePath"":[]}","TEXT","catalog-product","Fingerboard TAILWHIP Mini Deskorolka Drewniana Deck + Akcesoria","Fingerboard TAILWHIP Mini Skateboard Wooden Deck + Accessories"
"{""contentId"":""2f4e16f0-7658-4afe-b0cb-a34aa3a297e1"",""fieldId"":""product.description"",""sequencePath"":[]}","TEXT","catalog-product","<div class=""item item-6"">&nbsp;</div><div class=""item item-6""><h1>Fingerboard TAIL WHIP Mini Deskorolka Drewniana Deck + Akcesoria</h1><p>&nbsp;</p><p>Została stworzona przez młodą i popularną markę&nbsp;<b>TAIL WHIP</b>.</p><p>PROFESJONALNE FINGERBOARDY TAILWHIP oferują Ci prawdziwe vultures od prawdziwych skaterów! Ponad 1000 trików, wypróbuj klasyczne kształty desek i te, które lubisz. Wyłącznie w tym zestawie, złożysz oryginalną deskę. Użyj dołączonych naklejek i narzędzia do deskorolki, aby dostosować swoje fingerboardy jak profesjonaliści. Jeździj i szlifuj swoje nowe mini deskorolki do palców z TAILWHIP od prawdziwych skaterów! Mini deskorolki TAILWHIP będą idealnym prezentem dla chłopców/dziewcząt w wieku od 6 lat. Wiek nieograniczony. Zabawka antystresowa.</p><p>Nasza mini deskorolka to nie tylko zabawka, to prawdziwe miniaturyzowane doświadczenie skateboardingowe.</p><p>Fingerboard Drewniany TAILWHIP to idealny prezent w ładnie wyglądającym opakowaniu detalicznym.</p></div><div class=""item item-6"">&nbsp;</div><div class=""item item-6""><p>Deska wykonana jest z 5-warstwowego kanadyjskiego forniru klonowego o grubości 0,5 mm, o wymiarach 98 x 32 mm i wysokim kształcie concave, lakierowana. Grafika UV/transfer ciepła. Koła wysokiej jakości z łożyskami.</p><p>IDEALNY PREZENT - finger board mini deskorolka jest idealnym prezentem dla dzieci, aby mogły rozwijać swoje umiejętności motoryczne, koordynację ręka-oko i zwiększać ciekawość. Są to bardzo urocze zabawki, które można zdejmować, którymi można bawić się palcami.</p><p>&nbsp;</p><p><b>Zawartość zestawu Fingerboard TAIL WHIP Hustler Graffiti Pro Deck:</b></p><ul>	<li>5-warstwowa deska z klonu kanadyjskiego z kółkami wykonanymi z precyzyjnych komponentów</li>	<li>piankowy grip tape</li>	<li>1 narzędzie do montażu</li>	<li>naklejka</li></ul></div><div class=""item item-6"">&nbsp;</div><div class=""item item-6""><p>Odkryj profesjonalną jakość z naszym Fingerboardem TAILWHIP! Ta wysokiej klasy drewniana mini deskorolka na palce została zaprojektowana, aby zapewnić maksymalne wrażenia z jazdy. Każdy Fingerboard jest wykonany z precyzyjnie wyselekcjonowanego kanadyjskiego klonu, oferując wytrzymałość i styl.</p><p>W porównaniu z tradycyjnymi mini deskorolkami, te nowe profesjonalne deskorolki 32/34mm są krótsze i znajdują się bliżej powierzchni jazdy. Twoja najlepsza deska do palców.</p><p>WYTRZYMAŁOŚĆ PREMIUM: Warstwy krzyżowe dla maksymalnej siły i trwałości. Wstępnie wywiercone otwory na śruby umożliwiają łatwy montaż trucków</p><p>DLA WSZYSTKICH POZIOMÓW UMIEJĘTNOŚCI: Idealna dla jeźdźców na wszystkich poziomach umiejętności. Zawiera jedną arkusz pianki samoprzylepnej i bezpłatną naklejkę Teak Tuning.</p><ul>	<li>zestaw przeznaczony&nbsp;<b>dla dzieci od 6 roku życia</b></li>	<li>wymiary deska:&nbsp; 9.8 x 3.2 cm</li>	<li>wymiary opakowania: 16.5 x 18.5 x 3 cm</li></ul></div><div class=""item item-12""><p>&nbsp;</p><p><b>Mini deskorolka drewniana to doskonały prezent dla dzieci, zabawka motoryczna wspierająca rozwijanie zdolności motorycznych, a także świetne uzupełnienie wystawy sklepowej lub dekoracji w kawiarni.</b></p></div>","<div class=""item item-6""></div><div class=""item item-6""><h1>Fingerboard TAIL WHIP Mini Skateboard Wooden Deck + Accessories</h1><br/><p> It was created by the young and popular brand <b>TAIL WHIP</b> .</p><p> PROFESSIONAL TAILWHIP FINGERBOARDS offer you real vultures from real skaters! Over 1000 tricks, try classic board shapes and those you like. Only in this set, you will assemble the original board. Use the included stickers and skateboard tool to customize your fingerboards like the pros. Skate and polish your new mini toe skateboards with TAILWHIP from real skaters! TAILWHIP mini skateboards will be the perfect gift for boys/girls aged 6 and over. Age unlimited. Anti-stress toy.</p><p> Our mini skateboard is not just a toy, it is a real miniaturized skateboarding experience.</p><p> The TAILWHIP Wooden Fingerboard is the perfect gift in a nice looking retail package.</p></div><div class=""item item-6""></div><div class=""item item-6""><p> The board is made of 5-layer Canadian maple veneer, 0.5 mm thick, dimensions 98 x 32 mm, high concave shape, varnished. UV graphics/heat transfer. High-quality wheels with bearings.</p><p> PERFECT GIFT - The finger board mini skateboard is the perfect gift for children to develop their fine motor skills, hand-eye coordination and increase curiosity. These are very cute toys that are removable and can be played with with your fingers.</p><br/><p> <b>Contents of the Fingerboard TAIL WHIP Hustler Graffiti Pro Deck set:</b></p><ul><li> 5-ply Canadian maple board with wheels made of precision components</li><li> foam grip tape</li><li> 1 assembly tool</li><li> sticker</li></ul></div><div class=""item item-6""></div><div class=""item item-6""><p> Discover professional quality with our Fingerboard TAILWHIP! This high-end wooden mini toe skateboard is designed to provide you with the ultimate riding experience. Each Fingerboard is crafted from carefully selected Canadian maple, offering strength and style.</p><p> Compared with traditional mini skateboards, these new 32/34mm professional skateboards are shorter and closer to the riding surface. Your ultimate fingerboard.</p><p> PREMIUM STRENGTH: Cross-ply for maximum strength and durability. Pre-drilled screw holes allow easy installation of the trucks</p><p> FOR ALL SKILL LEVELS: Perfect for riders of all skill levels. Includes one sheet of adhesive foam and a free Teak Tuning sticker.</p><ul><li> the set is intended <b>for children from 6 years of age</b></li><li> Board dimensions: 9.8 x 3.2 cm</li><li> package dimensions: 16.5 x 18.5 x 3 cm</li></ul></div><div class=""item item-12""><br/><p> <b>A mini wooden skateboard is a perfect gift for children, a motor toy supporting the development of fine motor skills, and a great addition to a shop window or decoration in a cafe.</b></p></div>"
"{""contentId"":""94e13796-db2d-4089-84d0-4a3ee355611a"",""fieldId"":""compFeatures.wRichText.data.styledText.text"",""sequencePath"":[]}","TEXT","wysiwyg.viewer.components.WRichText","<p class=""font_8""><span>Fursoller sp. z o.o.</span></p>

<p class=""font_8""><span>ul. Domaniewska 47/10</span></p>

<p class=""font_8""><span>02-672 Warszawa</span></p>

<p class=""font_8""><span>+48732081945</span></p>

<p class=""font_8""><span>info@fursoller.com</span></p>","<p class=""font_8""><span>Fursoller sp. z o.o.</span></p>

<p class=""font_8""><span>ul. Domaniewska 47/10</span></p>

<p class=""font_8""><span>02-672 Warszawa</span></p>

<p class=""font_8""><span>+48732081945</span></p>

<p class=""font_8""><span>info@fursoller.com</span></p>"
"{""contentId"":""a163b61b-4bf6-4226-ab71-cc52eb6b2e08"",""fieldId"":""compFeatures.wRichText.data.styledText.text"",""sequencePath"":[]}","TEXT","wysiwyg.viewer.components.WRichText","<h1 class=""font_0"">O nas</h1>","<h1 class=""font_0"">About us</h1>"
