"ID (do not edit)","Content type","Element type","Source language (PL)","Target language (DE)"
"{""contentId"":""48ee7607-95a8-4911-930d-01a0d02f2b09"",""fieldId"":""compFeatures.wRichText.data.styledText.text"",""sequencePath"":[]}","TEXT","wysiwyg.viewer.components.WRichText","<h2 class=""font_2""><span>Nasze Zaangażowanie w&nbsp;Kulturę</span></h2>",
"{""contentId"":""6823721f-828c-4f95-9def-c86fd4cc5848"",""fieldId"":""wix.forms.v4.Form.fieldsV2.displayOptions.pageNavigationOptions.previousPageText"",""sequencePath"":[{""seqName"":""fieldsV2"",""itemId"":""520a88ad-6dbc-4d4c-b5ef-8971d034ca87""}]}","TEXT","wix.forms.v4.Form","Back","Zurück"
"{""contentId"":""6823721f-828c-4f95-9def-c86fd4cc5848"",""fieldId"":""wix.forms.v4.Form.fieldsV2.inputOptions.stringOptions.textInputOptions.placeholder"",""sequencePath"":[{""seqName"":""fieldsV2"",""itemId"":""75e89bac-f416-4915-429e-180743359592""}]}","TEXT","wix.forms.v4.Form",,
"{""contentId"":""6823721f-828c-4f95-9def-c86fd4cc5848"",""fieldId"":""wix.forms.v4.Form.fieldsV2.displayOptions.richContentOptions.richContent"",""sequencePath"":[{""seqName"":""fieldsV2"",""itemId"":""aababd9a-1098-4139-703f-617911d4e8c1""}]}","RICH_CONTENT","wix.forms.v4.Form","{""nodes"":[{""type"":""PARAGRAPH"",""id"":""2gwqf105"",""nodes"":[{""type"":""TEXT"",""id"":"""",""nodes"":[],""textData"":{""text"":""Podpisz się na nasze wiadomości"",""decorations"":[{""type"":""BOLD"",""fontWeightValue"":700}]}}],""paragraphData"":{}}],""metadata"":{""version"":1,""createdTimestamp"":""2023-05-10T09:20:25.569Z"",""updatedTimestamp"":""2023-05-10T09:20:25.569Z"",""id"":""5bcfaa0d-7ca4-4fb7-8e83-217fa1fc980b""},""documentStyle"":{}}","{""nodes"":[{""type"":""PARAGRAPH"",""id"":""2gwqf105"",""nodes"":[{""type"":""TEXT"",""id"":"""",""nodes"":[],""textData"":{""text"":""Melden Sie sich für unsere Nachrichten an"",""decorations"":[{""type"":""BOLD"",""fontWeightValue"":700}]}}],""paragraphData"":{}}],""metadata"":{""version"":1,""createdTimestamp"":""2023-05-10T09:20:25.569Z"",""updatedTimestamp"":""2023-05-10T09:20:25.569Z"",""id"":""5bcfaa0d-7ca4-4fb7-8e83-217fa1fc980b""},""documentStyle"":{}}"
"{""contentId"":""6823721f-828c-4f95-9def-c86fd4cc5848"",""fieldId"":""wix.forms.v4.Form.fieldsV2.inputOptions.stringOptions.textInputOptions.label"",""sequencePath"":[{""seqName"":""fieldsV2"",""itemId"":""75e89bac-f416-4915-429e-180743359592""}]}","TEXT","wix.forms.v4.Form","Email","Email"
"{""contentId"":""6823721f-828c-4f95-9def-c86fd4cc5848"",""fieldId"":""wix.forms.v4.Form.fieldsV2.displayOptions.pageNavigationOptions.submitText"",""sequencePath"":[{""seqName"":""fieldsV2"",""itemId"":""520a88ad-6dbc-4d4c-b5ef-8971d034ca87""}]}","TEXT","wix.forms.v4.Form","Zgadzam się!","Ich stimme zu!"
"{""contentId"":""6823721f-828c-4f95-9def-c86fd4cc5848"",""fieldId"":""wix.forms.v4.Form.fieldsV2.inputOptions.booleanOptions.checkboxOptions.label"",""sequencePath"":[{""seqName"":""fieldsV2"",""itemId"":""5a3f0b63-9842-4df6-2116-f7ed78c9a12d""}]}","RICH_CONTENT","wix.forms.v4.Form","{""nodes"":[{""type"":""PARAGRAPH"",""id"":""do2yv29"",""nodes"":[{""type"":""TEXT"",""id"":"""",""nodes"":[],""textData"":{""text"":""Tak, podpisz mi na wiadomości."",""decorations"":[]}}],""paragraphData"":{""textStyle"":{""textAlignment"":""AUTO""}}}],""metadata"":{""version"":1,""createdTimestamp"":""2024-05-13T16:34:52.634Z"",""updatedTimestamp"":""2024-05-13T16:34:52.634Z"",""id"":""3d3952d4-020a-4066-994f-d62937ff853d""},""documentStyle"":{}}","{""nodes"":[{""type"":""PARAGRAPH"",""id"":""do2yv29"",""nodes"":[{""type"":""TEXT"",""id"":"""",""nodes"":[],""textData"":{""text"":""Ja, senden Sie mir eine Nachricht."",""decorations"":[]}}],""paragraphData"":{""textStyle"":{""textAlignment"":""AUTO""}}}],""metadata"":{""version"":1,""createdTimestamp"":""2024-05-13T16:34:52.634Z"",""updatedTimestamp"":""2024-05-13T16:34:52.634Z"",""id"":""3d3952d4-020a-4066-994f-d62937ff853d""},""documentStyle"":{}}"
"{""contentId"":""6823721f-828c-4f95-9def-c86fd4cc5848"",""fieldId"":""wix.forms.v4.Form.fieldsV2.displayOptions.pageNavigationOptions.nextPageText"",""sequencePath"":[{""seqName"":""fieldsV2"",""itemId"":""520a88ad-6dbc-4d4c-b5ef-8971d034ca87""}]}","TEXT","wix.forms.v4.Form","Next","Nächste"
"{""contentId"":""6823721f-828c-4f95-9def-c86fd4cc5848"",""fieldId"":""wix.forms.v4.Form.submitSettings.thankYouMessageOptions.richContent"",""sequencePath"":[]}","RICH_CONTENT","wix.forms.v4.Form","{""nodes"":[{""type"":""PARAGRAPH"",""id"":""cthic27"",""nodes"":[{""type"":""TEXT"",""id"":"""",""nodes"":[],""textData"":{""text"":""Thanks, we received your submission."",""decorations"":[]}}],""paragraphData"":{""textStyle"":{""textAlignment"":""CENTER""}}}],""metadata"":{""version"":1,""createdTimestamp"":""2023-05-10T09:20:11.284Z"",""updatedTimestamp"":""2023-05-10T09:20:11.284Z"",""id"":""6973a12c-2e0c-463a-bcca-89bc1c6f66f7""}}","{""nodes"":[{""type"":""PARAGRAPH"",""id"":""cthic27"",""nodes"":[{""type"":""TEXT"",""id"":"""",""nodes"":[],""textData"":{""text"":""Vielen Dank, wir haben Ihre Einsendung erhalten."",""decorations"":[]}}],""paragraphData"":{""textStyle"":{""textAlignment"":""CENTER""}}}],""metadata"":{""version"":1,""createdTimestamp"":""2023-05-10T09:20:11.284Z"",""updatedTimestamp"":""2023-05-10T09:20:11.284Z"",""id"":""6973a12c-2e0c-463a-bcca-89bc1c6f66f7""}}"
"{""contentId"":""1eaab2f2-14f5-47a1-b37b-db31aaf742c3"",""fieldId"":""compFeatures.imageX.data.image.uri"",""sequencePath"":[]}","TEXT","wixui.ImageX","9f9bce_bff6510fe2cb437797b7b3b11a41682f~mv2.jpg",
"{""contentId"":""1eaab2f2-14f5-47a1-b37b-db31aaf742c3"",""fieldId"":""compFeatures.imageX.data.image.alt"",""sequencePath"":[]}","TEXT","wixui.ImageX","finger board",
"{""contentId"":""0a12d3d9-a322-4dda-9b10-44e24750593e"",""fieldId"":""product.name"",""sequencePath"":[]}","TEXT","catalog-product","Fingerboard Buty TAILWHIP, Finger Sneakers RedSpider, Akcesoria dla Dzieci",
"{""contentId"":""0a12d3d9-a322-4dda-9b10-44e24750593e"",""fieldId"":""product.description"",""sequencePath"":[]}","TEXT","catalog-product","
<div class=""item item-6"">
</div>
<div class=""item item-6"">

<p><b>Finger Sneakers TAILWHIP Anime</b></p><p>Zostały stworzone przez młodą i popularną markę <b>TAILWHIP</b>.</p><p>Odkryj najnowszą atrakcję dla miłośników fingerboard i nie tylko - Mini Buty na Palce! Te niezwykle realistyczne mini sneakersy są doskonałym dodatkiem do Twojej kolekcji fingerboard, czy jako oryginalny breloczek. Wykonane z najwyższej jakości materiałów, te miniaturowe buty zachwycają szczegółowością i autentycznością.</p><p>⭐ <b>Realistyczny Design:</b> Odtworzone z niezwykłą precyzją, te mini sneakersy wyglądają jak ich pełnowymiarowe odpowiedniki. Idealne dla fanów streetwearu i sneakerheadów.</p><p>⭐<b>Wielofunkcyjność</b>: Świetnie sprawdzą się jako urocze buty dla lalek, akcesoria do fingerboard, a nawet jako breloczki po dodaniu łańcuszka.</p><p>⭐<b>Przenośne i Bezpieczne</b>: Ich niewielki rozmiar umożliwia łatwe przenoszenie. Możesz zabrać je wszędzie, dodając stylu swojej torbie sportowej, plecaku czy kluczom.</p><p>⭐<b>Idealne na Prezent</b>: Czy to dla kolekcjonera sneakerów, miłośnika miniatur, czy jako edukacyjna zabawka dla dzieci, te mini buty to doskonały wybór na każdą okazję</p><p>⭐<b>Zestaw</b>: Każdy zestaw zawiera parę miniaturowych butów ze sznurówkami, które można regulować dla lepszego dopasowania.</p>

</div>


<div class=""item item-6"">
</div>
<div class=""item item-6"">

<p>Ze względu na ich miniaturowy rozmiar, buty są precyzyjnie wykonane, co oznacza, że są tak unikatowe jak prawdziwe sneakersy.</p><p>Finger Buty na Palce TAILWHIP to idealny prezent w ładnie wyglądającym opakowaniu detalicznym.</p><ul><li>zestaw przeznaczony&nbsp;<b>dla dzieci od 6 roku życia</b></li><li>wymiary buta:&nbsp; 3 x 1.5 cm</li></ul>

</div>
",
"{""contentId"":""6eda07d0-34bc-4792-8466-fd2d0c85293a"",""fieldId"":""product.name"",""sequencePath"":[]}","TEXT","catalog-product","Fingerscooter TAILWHIP Metalowy, Hulajnoga na Palce z Kierownicą Y-bar, Chr",
"{""contentId"":""6eda07d0-34bc-4792-8466-fd2d0c85293a"",""fieldId"":""product.description"",""sequencePath"":[]}","TEXT","catalog-product","<div class=""item item-6""></div><div class=""item item-6""><h2>Finger scooter TAILWHIP®️- Nowa wersja kultowej hulajnogi palcowej – teraz w eleganckim kolorze chromu i z kierownicą typu Y-bar!</h2><p>Odkryj niezwykłą serię Fingerscooter TAILWHIP®️, zaprojektowaną przez naszą markę z pasją i dbałością o detale. To coś więcej niż zabawka – to sposób na aktywną i kreatywną zabawę, który rozwija Twoje umiejętności i wyobraźnię.</p><p><b>Dlaczego warto wybrać Fingerscooter TAILWHIP®?</b></p><p>✨Szeroki deck typu PRO - idealny do tricków i większej stabilności</p><p>✨Wykonana w całości z metalu – solidna i trwała konstrukcja</p><p><b>✏️</b>Wreszcie solidny metalowy widelec</p><p>✨ Optymalny Rozmiar Kierownicy</p><p>✨ Gumowe gripy – komfort i kontrola</p><p>✨ Kierownica typu Y-bar – sportowy wygląd i lepszy chwyt</p><p>✨Realistyczny design – wygląda jak prawdziwa hulajnoga w miniaturze</p><p>✨ Niezwykłe kolory</p><p><b>▶️https://www.youtube.com/shorts/ammt0Z4Z-Jk</b></p></div><div class=""item item-6""></div><div class=""item item-6""><p><b>PROFESJONALNY FINGERSCOOTER TAILWHIP®️ </b>jest limitowana edycja serii Pro, z bardzo popularnym riderem Finger Hustler, profesjonalna zabawkowa frajda. Nasze mini skutery są lepsze do wystawienia. Odpowiednie zarówno dla dorosłych, jak i dzieci, mogą być rozmontowane na części i ponownie złożyć.</p><p>✔️Własny, unikalny design – tworzymy kolekcjonerskie modele, które zachwycą każdego młodego ridera.</p><p>✔️Rozwój zdolności manualnych: mini hulajnoga rozwija koordynację ruchową i precyzję dłoni, co wspiera rozwój motoryki małej.</p><p>✔️ Koniec z nudą przy ekranach: Nasze produkty zachęcają do aktywnej zabawy i odkrywania świata trików – bez smartfonów i gadżetów.</p><p><b>▶️https://www.youtube.com/shorts/ammt0Z4Z-Jk</b></p></div><div class=""item item-6""></div><div class=""item item-6""><p><b>✏️</b>Aby zapewnić maksymalną płynność ruchów i przygotować hulajnogę do wykonywania trików:</p><ol><li><b>Nasmaruj widełkę niewielką ilością oleju</b>&nbsp;– to pomoże w płynniejszym wykonywaniu obrotów i manewrów.</li><li>Równomiernie przyklej griptape&nbsp;na dekę, aby zapewnić idealną przyczepność.</li><li>Sprawdź dokręcenie wszystkich elementów&nbsp;za pomocą dołączonego klucza-śrubokręta.</li></ol><p><b>Co znajdziesz w zestawie?</b></p><ul><li>Fingerscooter</li><li>Miękki griptape do samodzielnego przyklejenia</li><li>Uniwersalny klucz-śrubokręt</li></ul><p><b>▶️https://www.youtube.com/shorts/ammt0Z4Z-Jk</b></p></div><div class=""item item-6""></div><div class=""item item-6""><p><b>Dla kogo jest Fingerscooter?</b></p><ul><li><b>Dla dzieci od 6 roku życia</b></li><li>Początkujący i zaawansowani riderzy</li><li>Miłośnicy fingerboardów, finger BMX i aktywnej zabawy</li></ul><p><b>Dane techniczne:</b></p><ul><li>Materiał: solidny stop metalu</li><li>wymiary mini hulajnogi na palce:&nbsp; 8 x 7 cm</li><li>wymiary opakowania: 18 x 13,5 x 3 cm</li><li>kolor: chrom</li></ul><p><b>▶️https://www.youtube.com/shorts/ammt0Z4Z-Jk</b></p></div><div class=""item item-6""></div><div class=""item item-6""><p><b>Dlaczego warto zaufać TAILWHIP®️?</b></p><ul><li>Certyfikowana jakość&nbsp;– wszystkie nasze produkty spełniają wymagania bezpieczeństwa, a informacje o jakości znajdziesz na opakowaniu.</li><li>Kreatywna społeczność&nbsp;– baw się, rozwijaj umiejętności i twórz niezapomniane chwile z TAILWHIP<b>®️</b></li></ul></div><div class=""item item-12""></div><div class=""item item-12""></div><div class=""item item-12""></div>",
"{""contentId"":""f07ee17b-3d7d-4c34-a627-b165d53eef28"",""fieldId"":""product.name"",""sequencePath"":[]}","TEXT","catalog-product","Fingerboard TAILWHIP Mini Deskorolka Drewniana Deck + Akcesoria","Fingerboard TAILWHIP Mini-Holzdeck Skateboard + Zubehör"
"{""contentId"":""f07ee17b-3d7d-4c34-a627-b165d53eef28"",""fieldId"":""product.description"",""sequencePath"":[]}","TEXT","catalog-product","<div class=""item item-6"">&nbsp;</div><div class=""item item-6""><h1>Fingerboard TAIL WHIP Mini Deskorolka Drewniana Deck + Akcesoria</h1><p>&nbsp;</p><p>Została stworzona przez młodą i popularną markę&nbsp;<b>TAIL WHIP</b>.</p><p>PROFESJONALNE FINGERBOARDY TAILWHIP oferują Ci prawdziwe vultures od prawdziwych skaterów! Ponad 1000 trików, wypróbuj klasyczne kształty desek i te, które lubisz. Wyłącznie w tym zestawie, złożysz oryginalną deskę. Użyj dołączonych naklejek i narzędzia do deskorolki, aby dostosować swoje fingerboardy jak profesjonaliści. Jeździj i szlifuj swoje nowe mini deskorolki do palców z TAILWHIP od prawdziwych skaterów! Mini deskorolki TAILWHIP będą idealnym prezentem dla chłopców/dziewcząt w wieku od 6 lat. Wiek nieograniczony. Zabawka antystresowa.</p><p>Nasza mini deskorolka to nie tylko zabawka, to prawdziwe miniaturyzowane doświadczenie skateboardingowe.</p><p>Fingerboard Drewniany TAILWHIP to idealny prezent w ładnie wyglądającym opakowaniu detalicznym.</p></div><div class=""item item-6"">&nbsp;</div><div class=""item item-6""><p>Deska wykonana jest z 5-warstwowego kanadyjskiego forniru klonowego o grubości 0,5 mm, o wymiarach 98 x 32 mm i wysokim kształcie concave, lakierowana. Grafika UV/transfer ciepła. Koła wysokiej jakości z łożyskami.</p><p>IDEALNY PREZENT - finger board mini deskorolka jest idealnym prezentem dla dzieci, aby mogły rozwijać swoje umiejętności motoryczne, koordynację ręka-oko i zwiększać ciekawość. Są to bardzo urocze zabawki, które można zdejmować, którymi można bawić się palcami.</p><p>&nbsp;</p><p><b>Zawartość zestawu Fingerboard TAIL WHIP Hustler Graffiti Pro Deck:</b></p><ul>	<li>5-warstwowa deska z klonu kanadyjskiego z kółkami wykonanymi z precyzyjnych komponentów</li>	<li>piankowy grip tape</li>	<li>1 narzędzie do montażu</li>	<li>naklejka</li></ul></div><div class=""item item-6"">&nbsp;</div><div class=""item item-6""><p>Odkryj profesjonalną jakość z naszym Fingerboardem TAILWHIP! Ta wysokiej klasy drewniana mini deskorolka na palce została zaprojektowana, aby zapewnić maksymalne wrażenia z jazdy. Każdy Fingerboard jest wykonany z precyzyjnie wyselekcjonowanego kanadyjskiego klonu, oferując wytrzymałość i styl.</p><p>W porównaniu z tradycyjnymi mini deskorolkami, te nowe profesjonalne deskorolki 32/34mm są krótsze i znajdują się bliżej powierzchni jazdy. Twoja najlepsza deska do palców.</p><p>WYTRZYMAŁOŚĆ PREMIUM: Warstwy krzyżowe dla maksymalnej siły i trwałości. Wstępnie wywiercone otwory na śruby umożliwiają łatwy montaż trucków</p><p>DLA WSZYSTKICH POZIOMÓW UMIEJĘTNOŚCI: Idealna dla jeźdźców na wszystkich poziomach umiejętności. Zawiera jedną arkusz pianki samoprzylepnej i bezpłatną naklejkę Teak Tuning.</p><ul>	<li>zestaw przeznaczony&nbsp;<b>dla dzieci od 6 roku życia</b></li>	<li>wymiary deska:&nbsp; 9.8 x 3.2 cm</li>	<li>wymiary opakowania: 16.5 x 18.5 x 3 cm</li></ul></div><div class=""item item-12""><p>&nbsp;</p><p><b>Mini deskorolka drewniana to doskonały prezent dla dzieci, zabawka motoryczna wspierająca rozwijanie zdolności motorycznych, a także świetne uzupełnienie wystawy sklepowej lub dekoracji w kawiarni.</b></p></div>","<p>&nbsp;</p><p>Fingerboard TAIL WHIP Mini Wooden Deck Skateboard + Zubehör.</p><p>&nbsp;</p><p>Es wurde von der jungen und beliebten Marke TAIL WHIP entwickelt.</p><p>TAILWHIP PROFESSIONAL FINGERBOARDS bieten dir echte Geier von echten Skatern! Mit über 1.000 Tricks kannst du die klassischen Board-Formen und die, die du magst, ausprobieren. Exklusiv für dieses Set wirst du das Originalboard zusammenbauen. Verwende die mitgelieferten Aufkleber und das Skateboard-Werkzeug, um deine Fingerboards wie die Profis zu gestalten. Fahre und poliere deine neuen Mini-Fingerboards mit TAILWHIP von echten Skatern! TAILWHIP Mini-Skateboards sind das perfekte Geschenk für Jungen/Mädchen ab 6 Jahren. Alter unbegrenzt. Anti-Stress-Spielzeug.</p><p>Unser Mini-Skateboard ist nicht nur ein Spielzeug, sondern ein echtes Skateboard-Erlebnis im Miniaturformat.</p><p>Das TAILWHIP Wooden Fingerboard ist das perfekte Geschenk in einer hübschen Verkaufsverpackung.</p><p>&nbsp;</p><p>Das Board ist aus 5-lagigem kanadischem Ahornfurnier, 0,5 mm dick, 98 x 32 mm groß und hochkonkav, lackiert. UV/Wärmetransfer-Grafik. Hochwertige Räder mit Lagern.</p><p>IDEALES GESCHENK - Das Fingerboard Mini-Skateboard ist ein ideales Geschenk für Kinder, um ihre motorischen Fähigkeiten und ihre Hand-Augen-Koordination zu entwickeln und ihre Neugierde zu steigern. Sie sind ein sehr niedliches abnehmbares Spielzeug, mit dem mit den Fingern gespielt werden kann.</p><p>&nbsp;</p><p>Inhalt des Fingerboard TAIL WHIP Hustler Graffiti Pro Deck Sets:</p><br/><p>5-lagiges Brett aus kanadischem Ahorn mit Rädern aus Präzisionskomponenten</p><p>Schaumstoff-Griffband</p><p>1 Montagewerkzeug</p><p>Aufkleber</p><br/><p>&nbsp;</p><p>Entdecken Sie professionelle Qualität mit unserem TAILWHIP Fingerboard! Dieses hochwertige Mini-Fingerboard aus Holz wurde entwickelt, um Ihnen ein maximales Fahrerlebnis zu bieten. Jedes Fingerboard ist aus sorgfältig ausgewähltem kanadischem Ahornholz gefertigt und bietet Langlebigkeit und Stil.</p><p>Im Vergleich zu herkömmlichen Mini-Skateboards sind diese neuen 32/34 mm Profi-Skateboards kürzer und näher an der Fahrfläche. Ihr ultimatives Zehenbrett.</p><p>PREMIUM DURABILITY: Kreuzlagen für maximale Festigkeit und Haltbarkeit. Vorgebohrte Schraubenlöcher für die einfache Montage der Achsen</p><p>FÜR ALLE STUFEN VON SKILLS: Ideal für Rider aller Könnensstufen. Enthält ein Blatt Klebeschaum und einen kostenlosen Teak-Tuning-Aufkleber.</p><br/><p>Set geeignet für Kinder ab 6 Jahren</p><p>Abmessungen des Bretts: 9,8 x 3,2 cm</p><p>Packungsmaße: 16,5 x 18,5 x 3 cm</p><br/><p>&nbsp;</p><p>Das Mini-Skateboard aus Holz ist ein perfektes Geschenk für Kinder, ein Motorikspielzeug, das die Entwicklung der motorischen Fähigkeiten fördert, und eine tolle Ergänzung für die Auslage eines Geschäfts oder die Dekoration eines Cafés.</p>"
"{""contentId"":""da7434f2-80bc-4dc2-89b9-ce3e791ca242"",""fieldId"":""compFeatures.wRichText.data.styledText.text"",""sequencePath"":[]}","TEXT","wysiwyg.viewer.components.WRichText","<p class=""font_8""><span>Fursoller sp. z o.o.</span></p>

<p class=""font_8""><span>ul. Domaniewska 47/10</span></p>

<p class=""font_8""><span>02-672 Warszawa</span></p>

<p class=""font_8""><span>+48732081945</span></p>

<p class=""font_8""><span>info@fursoller.com</span></p>","<p class=""font_8""><span>Fursoller sp. z o.o.</span></p>

<p class=""font_8""><span>ul. Domaniewska 47/10</span></p>

<p class=""font_8""><span>02-672 Warszawa</span></p>

<p class=""font_8""><span>+48732081945</span></p>

<p class=""font_8""><span>info@fursoller.com</span></p>"
"{""contentId"":""f8a2d14b-59e9-4592-aa30-38b4f051918e"",""fieldId"":""compFeatures.wRichText.data.styledText.text"",""sequencePath"":[]}","TEXT","wysiwyg.viewer.components.WRichText","<h1 class=""font_0"">O nas</h1>","<h1 class=""font_0"">&Uuml;ber uns</h1>"
